Compiled from "NumberMathModificationInfo.java"
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(int, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #299                // Field int_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #917                // Method rightShiftSlow:(IS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(int, short);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(int, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #299                // Field int_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #919                // Method rightShiftSlow:(II)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(int, int);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long rightShift(int, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #299                // Field int_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #921                // Method rightShiftSlow:(IJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(int, long);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #293                // String rightShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long rightShift(long, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #301                // Field long_rightShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #923                // Method rightShiftSlow:(JB)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(long, byte);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #293                // String rightShift
       7: iload_2
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long rightShift(long, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #301                // Field long_rightShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #925                // Method rightShiftSlow:(JS)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(long, short);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #293                // String rightShift
       7: iload_2
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long rightShift(long, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #301                // Field long_rightShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #927                // Method rightShiftSlow:(JI)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(long, int);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #293                // String rightShift
       7: iload_2
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long rightShift(long, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #301                // Field long_rightShift:Z
       6: ifeq          15
       9: lload_0
      10: lload_2
      11: invokestatic  #929                // Method rightShiftSlow:(JJ)J
      14: lreturn
      15: lload_0
      16: lload_2
      17: l2i
      18: lshr
      19: lreturn

  private static long rightShiftSlow(long, long);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #293                // String rightShift
       7: lload_2
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int rightShiftUnsigned(byte, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #309                // Field byte_rightShiftUnsigned:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #932                // Method rightShiftUnsignedSlow:(BB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iushr
      18: ireturn

  private static int rightShiftUnsignedSlow(byte, byte);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #307                // String rightShiftUnsigned
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShiftUnsigned(byte, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #309                // Field byte_rightShiftUnsigned:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #934                // Method rightShiftUnsignedSlow:(BS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iushr
      18: ireturn

  private static int rightShiftUnsignedSlow(byte, short);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #307                // String rightShiftUnsigned
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
